Person_ID	Date	Company	Amount
40	11/3/2010	News Corp	100
41	5/22/2013	Freddie Mac	300
17	5/27/2016	General Motors Corporation	750
39	2/23/2006	ConocoPhillips	1500
29	11/22/2016	Time Warner Inc.	100000
24	3/14/2000	Medco Health Solutions Inc	500
38	7/6/2010	Philip Morris International	97650
15	6/8/2014	GMAC	8350
18	12/3/2006	Goodyear Tire & Rubber	5400
34	12/24/2002	Publix Super Markets	1200
23	9/3/2003	CVS Caremark	8000
35	10/1/2004	DuPont	200
19	11/12/2002	Goodyear Tire & Rubber	80500
5	5/26/2009	Sunoco Inc	4500
29	8/24/2009	American International Group	1200
30	7/20/2006	Best Buy Co., Inc.	2500
39	4/11/2011	Fluor Corporation	5400
46	4/25/2016	Caterpillar Inc.	9000
44	9/6/2015	The Dow Chemical Company	80500
2	5/2/2003	The Northwestern Mutual Life Insurance Company	75000
31	6/24/2015	Tyson Foods Inc	500
6	4/3/2005	Bristol-Myers Squibb Co.	5400
8	4/7/2010	Publix Super Markets	500
42	7/10/2007	General Electric Company	900
26	4/12/2015	Philip Morris International	300
2	10/14/2016	Time Warner Cable	1200
14	2/22/2000	Constellation Energy Group	8350
14	11/17/2003	Sunoco Inc	100
19	8/4/2006	Costco Wholesale Corp.	200
5	9/27/2012	Fluor Corporation	1500
22	8/23/2014	Sprint	8000
48	8/15/2009	Valero Energy Corp	4500
32	3/23/2002	Constellation Energy Group	300
33	6/15/2015	Ingram Micro	75000
5	1/20/2016	General Motors Corporation	5400
25	7/6/2010	The PNC Financial Services Group	9000
35	7/6/2003	ConocoPhillips	200
8	11/4/2009	Raytheon Company	1200
46	9/28/2013	Intel Corporation	9000
44	10/12/2000	Manpower Inc.	75000
14	11/5/2006	Constellation Energy Group	10000
16	10/1/2001	L-3 Communications Hldgs.	100000
48	8/5/2005	Abbott Laboratories	97650
40	8/28/2003	TIAA-CREF	97650
14	4/19/2013	American Airlines - AMR	750
4	3/10/2007	Capital One Financial Corp	1000
11	8/9/2013	Archer-Daniels-Midland Company	80500
24	5/9/2002	Staples, Inc.	97650
26	2/9/2003	Walgreen Company	9000
4	11/13/2010	Alcoa	100
3	7/20/2012	Time Warner Cable	300
29	2/9/2004	The Allstate Corporation	100
48	11/10/2016	International Paper Company	2500
17	4/11/2008	Hartford Financial Services Group	100000
37	12/8/2007	Best Buy Co., Inc.	200
32	7/11/2014	Oracle Corporation	8000
45	1/3/2007	U.S. Bancorp	80500
48	2/13/2005	General Electric Company	10000
35	8/2/2003	Coca-Cola Enterprises	9000
27	9/28/2009	News Corp	2500
33	1/8/2006	Whirlpool Corporation	4500
25	3/16/2012	Alcoa	100000
22	10/2/2011	Motorola Inc	4500
33	7/7/2003	Fannie Mae	97650
1	6/26/2008	Johnson & Johnson	97650
7	3/22/2003	McDonald's Corporation	1000
21	2/21/2011	Prudential Financial, Inc	1200
31	11/7/2010	Tyson Foods Inc	300
6	9/23/2005	Home Depot, Inc.	900
16	3/25/2012	Microsoft Corporation	8350
19	6/9/2013	Procter & Gamble Co	8000
21	4/16/2001	Travelers Cos	750
37	3/19/2001	U.S. Bancorp	2500
4	9/28/2005	United Technologies Corporation	4500
41	1/5/2007	American International Group	100
45	8/12/2010	Exxon Mobil Corporation	9000
15	7/22/2010	3M Company	1500
46	1/20/2011	Liberty Mutual	750
20	11/7/2011	The Northwestern Mutual Life Insurance Company	8350
38	8/9/2003	FedEx Corporation	100000
1	4/25/2014	U.S. Bancorp	500
27	7/4/2000	Tyson Foods Inc	2500
27	7/15/2010	Constellation Energy Group	300
36	5/26/2015	Humana Inc.	100
34	5/13/2001	United Technologies Corporation	900
32	10/24/2013	Time Warner Cable	9000
1	12/9/2016	United Technologies Corporation	1500
21	5/14/2014	New York Life Insurance Company	2500
28	12/9/2005	TIAA-CREF	10000
15	11/16/2016	Coca-Cola Enterprises	100
20	1/23/2014	Apple Computer, Inc	75000
15	6/19/2000	New York Life Insurance Company	5400
25	3/4/2010	News Corp	100000
38	9/14/2010	FPL Group Inc	100
38	11/15/2008	Morgan Stanley	5400
34	9/11/2015	Aetna Inc.	9000
29	1/20/2002	Altria Group Inc	8000
28	7/8/2012	McKesson Corporation	4500
6	10/22/2013	Kraft Foods	500
35	10/10/2001	Safeway Inc.	100000
21	7/24/2008	Coca-Cola Enterprises	10000
35	6/8/2008	ChevronTexaco Corporation	200
43	5/25/2003	Sprint	900
14	2/15/2008	Exxon Mobil Corporation	80500
13	3/27/2012	Occidental Petroleum Corp	97650
39	10/12/2015	MassMutual Financial Group	1000
32	5/12/2007	Cardinal Health, Inc	75000
45	5/10/2014	Avnet, Inc.	100
25	1/22/2009	Coca-Cola Enterprises	1000
38	12/22/2002	Merck & Co Inc	900
13	10/28/2011	Home Depot, Inc.	1200
6	11/13/2000	Safeway Inc.	100000
47	7/4/2013	Eli Lilly and Co	100
26	12/20/2007	Tech Data Corporation	500
49	10/11/2009	The Kroger Co	2500
49	10/11/2010	Exxon Mobil Corporation	8350
15	11/23/2001	WellPoint Health Networks	750
7	6/8/2006	Capital One Financial Corp	1500
35	10/15/2016	Raytheon Company	500
5	4/4/2011	Exelon Corporation	1500
25	9/14/2003	The Boeing Company	100000
19	12/6/2010	Manpower Inc.	100000
8	9/6/2009	UAL Corporation(United Airlines)	1200
14	8/20/2012	Avnet, Inc.	500
31	6/3/2003	Nike Inc.	4500
47	6/25/2007	Morgan Stanley	200
26	11/27/2013	United Parcel Service of America, Inc	80500
26	1/28/2009	PepsiCo, Inc.	80500
17	8/19/2007	Alcoa	100000
26	2/10/2013	Costco Wholesale Corp.	1200
6	11/19/2005	American Express Company	4500
22	6/8/2005	The Directv Group Inc	10000
29	9/7/2005	General Dynamics Corporation	750
41	4/1/2011	Liberty Mutual	10000
12	10/9/2016	Kimberly-Clark Corp	5400
20	11/20/2003	Ingram Micro	100
1	7/1/2008	Aetna Inc.	900
21	2/12/2002	Health Net, Inc.	10000
36	7/10/2009	General Motors Corporation	8350
11	4/13/2008	The Kroger Co	4500
43	6/13/2013	Humana Inc.	1500
21	12/19/2012	State Farm Insurance	1500
26	9/9/2007	United Services Automobile Association	1000
4	12/25/2014	Express Scripts	80500
36	12/28/2002	Enterprise GP Holdings	2500
20	8/18/2000	International Assets Holding	300
16	4/25/2006	Goodyear Tire & Rubber	200
26	6/16/2016	Google	500
36	6/9/2012	The Coca-Cola Company	1200
47	2/23/2012	J.C. Penney Company, Inc.	100
3	9/14/2005	J.P. Morgan Chase & Co	9000
23	5/24/2003	Citigroup Inc	80500
39	8/28/2013	Intel Corporation	75000
3	1/27/2002	PepsiCo, Inc.	4500
21	10/13/2014	Johnson & Johnson	8350
45	10/5/2016	Bank of America Corporation	97650
8	11/10/2007	Kimberly-Clark Corp	300
16	6/5/2003	MetLife, Inc.	100000
1	12/20/2007	Dell, Inc	2500
3	3/9/2001	The Allstate Corporation	100
36	1/27/2012	Hartford Financial Services Group	9000
14	1/26/2012	Costco Wholesale Corp.	4500
41	11/13/2016	The Boeing Company	900
34	1/25/2016	GMAC	750
29	8/3/2015	Enterprise GP Holdings	750
41	9/19/2015	Exxon Mobil Corporation	1500
10	6/24/2005	Tyson Foods Inc	900
27	8/25/2006	McDonald's Corporation	1000
19	7/5/2004	International Business Machines Corporation	900
22	1/20/2006	Kraft Foods	4500
25	3/4/2009	Morgan Stanley	1200
45	10/13/2016	Safeway Inc.	9000
43	6/20/2008	Motorola Inc	80500
30	2/22/2008	Publix Super Markets	2500
25	4/3/2010	Berkshire Hathaway	8000
8	1/12/2007	Computer Sciences Corporation	750
30	12/23/2016	Staples, Inc.	500
24	8/28/2003	PepsiCo, Inc.	10000
35	4/12/2014	L-3 Communications Hldgs.	80500
43	4/26/2005	Lockheed Martin Corporation	8000
16	5/24/2014	MetLife, Inc.	1000
8	4/12/2001	Best Buy Co., Inc.	1200
7	11/16/2006	ConocoPhillips	2500
14	10/6/2009	DuPont	75000
35	4/11/2010	CIGNA Corporation	900
40	12/15/2003	Ingram Micro	900
45	12/2/2001	Rite Aid Corporation	500
49	3/1/2003	Wal-Mart Stores, Inc.	97650
46	3/6/2002	Verizon Communications	1200
38	9/23/2011	Merck & Co Inc	5400
13	11/2/2011	The Directv Group Inc	200
9	6/21/2008	Home Depot, Inc.	100000
27	11/9/2010	3M Company	1500
42	2/1/2004	Kohl's Corporation	8350
42	7/8/2011	Medco Health Solutions Inc	750
28	9/4/2016	Coca-Cola Enterprises	300
25	11/16/2003	Aetna Inc.	1200
10	9/23/2010	Time Warner Cable	1000
9	10/10/2000	Prudential Financial, Inc	2500
23	10/6/2007	Verizon Communications	750
19	9/2/2006	Hartford Financial Services Group	10000
16	6/20/2012	Comcast Corporation	1500
7	11/19/2011	Health Net, Inc.	10000
44	1/3/2012	Travelers Cos	300
45	8/22/2010	Humana Inc.	4500
38	1/9/2008	Medco Health Solutions Inc	2500
5	12/8/2011	3M Company	100
3	11/19/2016	Fluor Corporation	750
38	12/14/2015	Safeway Inc.	100
40	1/11/2013	International Assets Holding	500
33	10/1/2004	Procter & Gamble Co	97650
44	10/9/2007	Occidental Petroleum Corp	100
42	7/8/2004	The Kroger Co	8000
47	6/12/2003	The Dow Chemical Company	100000
37	9/23/2014	Berkshire Hathaway	80500
3	6/19/2005	Rite Aid Corporation	75000
20	6/7/2013	Fluor Corporation	8000
8	5/10/2008	Sears Holdings Corporation	80500
19	3/20/2013	The Boeing Company	500
23	2/10/2004	Johnson & Johnson	8000
10	6/13/2001	Time Warner Inc.	100000
38	4/7/2011	Medco Health Solutions Inc	10000
14	5/9/2004	Honeywell International	750
11	3/20/2014	Hartford Financial Services Group	8350
23	12/23/2007	Aetna Inc.	8350
17	7/9/2000	Kohl's Corporation	80500
19	10/8/2005	Pfizer Inc.	200
47	3/14/2009	WellPoint Health Networks	75000
42	10/25/2010	Computer Sciences Corporation	97650
30	6/10/2015	Cisco Systems, Inc.	5400
6	11/5/2014	Oracle Corporation	10000
15	7/23/2000	DuPont	900
32	5/19/2009	PepsiCo, Inc.	200
20	9/25/2011	The Dow Chemical Company	80500
33	5/15/2014	McDonald's Corporation	4500
14	9/18/2009	Fluor Corporation	97650
25	7/4/2012	International Paper Company	4500
21	3/10/2010	Delta Air Lines Inc	500
28	2/7/2007	Nationwide Mutual Insurance Co	300
40	12/21/2005	Health Net, Inc.	100
28	10/18/2006	Abbott Laboratories	900
19	12/5/2006	Costco Wholesale Corp.	75000
31	11/27/2009	The Dow Chemical Company	80500
22	5/12/2001	Pfizer Inc.	5400
5	10/10/2015	Home Depot, Inc.	1200
23	8/9/2008	PepsiCo, Inc.	4500
34	6/4/2008	Wal-Mart Stores, Inc.	9000
27	1/18/2016	Murphy Oil Corp	4500
35	3/19/2001	Caterpillar Inc.	100000
2	3/21/2005	General Electric Company	8350
42	6/19/2000	Wells Fargo & Company	1000
45	11/10/2011	Eli Lilly and Co	75000
46	7/5/2011	Oracle Corporation	8350
9	8/19/2013	Supervalu Inc	75000
12	5/12/2015	Dell, Inc	8000
38	8/14/2011	Avnet, Inc.	97650
32	4/12/2012	The Kroger Co	4500
24	10/21/2012	Pfizer Inc.	80500
37	2/10/2001	Sunoco Inc	5400
1	3/10/2015	Alcoa	300
16	5/16/2015	TJX Companies, Inc.	9000
20	11/23/2003	Macy's	97650
26	1/11/2010	Pfizer Inc.	97650
31	8/7/2000	Kraft Foods	900
42	2/2/2004	Motorola Inc	2500
17	5/11/2002	Time Warner Inc.	1200
2	1/26/2002	Capital One Financial Corp	97650
3	10/16/2007	Northrop Grumman Corporation	300
14	4/20/2008	Lowe's Companies, Inc.	4500
14	1/20/2006	Tyson Foods Inc	10000
20	6/22/2010	Lowe's Companies, Inc.	75000
17	5/20/2006	Liberty Mutual	8350
37	2/22/2002	United Technologies Corporation	750
33	11/5/2016	Tesoro Petroleum Corp	100
8	11/19/2000	Home Depot, Inc.	8350
37	5/28/2004	United Parcel Service of America, Inc	100000
21	11/11/2009	Kraft Foods	100000
33	6/14/2000	WellPoint Health Networks	4500
46	8/12/2013	International Paper Company	1200
39	4/21/2007	Safeway Inc.	4500
34	5/17/2003	Fannie Mae	500
21	9/11/2000	Goldman Sachs Group	1000
12	8/12/2006	Oracle Corporation	8000
45	7/23/2010	MetLife, Inc.	8350
26	12/3/2013	DuPont	1000
20	7/11/2000	The Directv Group Inc	100000
27	2/5/2001	CHS Inc	8350
35	7/15/2011	Pfizer Inc.	500
37	9/24/2008	Honeywell International	1500
45	9/7/2014	Hewlett-Packard Company	1500
15	3/24/2010	State Farm Insurance	8000
19	11/25/2009	Tesoro Petroleum Corp	200
12	2/27/2006	UAL Corporation(United Airlines)	1000
1	12/3/2006	Alcoa	9000
10	1/18/2001	Lockheed Martin Corporation	500
48	8/17/2016	International Paper Company	4500
41	12/15/2004	Best Buy Co., Inc.	8350
30	12/14/2013	International Assets Holding	5400
47	1/5/2010	J.C. Penney Company, Inc.	10000
37	4/14/2006	Travelers Cos	8350
6	10/27/2004	Nike Inc.	8000
43	10/4/2013	Aetna Inc.	97650
37	1/17/2007	Citigroup Inc	1200
45	5/11/2010	Apple Computer, Inc	200
28	1/10/2013	TIAA-CREF	1500
37	1/27/2004	Tesoro Petroleum Corp	8000
10	10/1/2000	AT&T Corp	75000
8	3/17/2016	Lowe's Companies, Inc.	5400
44	12/16/2014	Abbott Laboratories	8350
29	10/23/2009	CIGNA Corporation	750
44	7/5/2010	Murphy Oil Corp	100
40	11/17/2000	MetLife, Inc.	300
44	11/27/2003	The Northwestern Mutual Life Insurance Company	200
38	7/12/2015	3M Company	10000
27	11/18/2006	Express Scripts	97650
35	4/3/2005	Goldman Sachs Group	1000
17	5/17/2014	FedEx Corporation	10000
42	8/28/2012	General Electric Company	9000
29	7/19/2009	AFLAC Incorporated	2500
7	8/16/2012	The Boeing Company	1500
49	8/10/2012	Sprint	8000
11	11/4/2014	Morgan Stanley	9000
8	11/12/2015	AT&T Corp	750
34	7/1/2000	TJX Companies, Inc.	5400
33	11/27/2015	Hartford Financial Services Group	8350
35	5/21/2005	Murphy Oil Corp	100
49	3/11/2008	Supervalu Inc	75000
24	11/9/2014	Wal-Mart Stores, Inc.	1200
49	11/24/2005	Amazon.com Inc.	97650
8	8/16/2006	Comcast Corporation	4500
19	3/26/2000	Exxon Mobil Corporation	75000
16	8/19/2013	Intel Corporation	300
35	10/14/2004	DuPont	10000
32	10/5/2005	Johnson Controls, Inc.	1200
47	11/13/2001	Sears Holdings Corporation	5400
23	1/16/2014	Comcast Corporation	100
20	2/9/2002	Philip Morris International	8350
39	7/28/2011	Philip Morris International	10000
28	8/11/2016	Coca-Cola Enterprises	5400
26	10/26/2000	Safeway Inc.	900
32	8/2/2003	Exelon Corporation	5400
20	2/22/2015	TIAA-CREF	750
48	2/28/2015	PepsiCo, Inc.	300
17	6/28/2003	AT&T Corp	10000
46	10/3/2001	Publix Super Markets	97650
24	12/2/2012	MetLife, Inc.	500
2	11/14/2010	General Electric Company	10000
49	12/8/2003	Oracle Corporation	80500
31	8/10/2014	Rite Aid Corporation	8000
15	7/26/2008	Eli Lilly and Co	5400
12	9/2/2014	Staples, Inc.	200
17	1/20/2012	Tyson Foods Inc	75000
44	7/25/2007	Macy's	1200
49	4/1/2009	Comcast Corporation	75000
39	7/8/2001	Goodyear Tire & Rubber	100000
36	1/25/2007	UAL Corporation(United Airlines)	80500
43	6/16/2003	Supervalu Inc	2500
6	9/10/2012	Express Scripts	1200
9	12/10/2010	DuPont	8000
1	8/7/2013	The Kroger Co	1000
5	8/27/2001	GMAC	100
28	10/17/2016	Sunoco Inc	75000
48	6/8/2004	Liberty Mutual	9000
29	5/8/2016	Motorola Inc	8000
49	6/12/2003	Publix Super Markets	75000
21	2/19/2007	Ingram Micro	8350
38	7/16/2011	Coca-Cola Enterprises	80500
42	4/4/2005	Raytheon Company	750
46	9/19/2009	PepsiCo, Inc.	4500
40	1/3/2008	The Walt Disney Company	1200
35	12/11/2006	U.S. Bancorp	100
46	9/2/2014	CIGNA Corporation	300
42	3/16/2011	Raytheon Company	750
27	2/23/2007	Wells Fargo & Company	200
26	6/14/2001	Microsoft Corporation	4500
18	1/10/2010	L-3 Communications Hldgs.	9000
23	5/13/2007	Coca-Cola Enterprises	97650
44	7/20/2009	Lowe's Companies, Inc.	1200
2	5/26/2009	Manpower Inc.	1000
35	2/21/2016	FPL Group Inc	2500
42	7/12/2012	Health Net, Inc.	9000
32	11/14/2001	State Farm Insurance	5400
24	5/4/2002	Amerada Hess Corporation	8000
23	3/5/2005	HCA Inc.	100
28	10/1/2016	Archer-Daniels-Midland Company	100000
39	6/26/2010	Fannie Mae	750
16	3/27/2000	United Services Automobile Association	300
27	9/24/2007	Intel Corporation	80500
5	1/7/2013	Exxon Mobil Corporation	1000
21	1/10/2015	General Dynamics Corporation	1200
28	10/24/2000	McKesson Corporation	9000
43	7/18/2004	DuPont	8350
16	6/16/2010	Microsoft Corporation	2500
46	3/13/2008	Deere & Company	500
26	3/15/2010	Hewlett-Packard Company	1000
9	1/3/2005	Murphy Oil Corp	10000
1	1/1/2012	Marathon Oil Corp.	900
40	2/4/2011	Exelon Corporation	5400
28	9/25/2003	TIAA-CREF	5400
33	7/4/2015	Murphy Oil Corp	9000
4	7/11/2008	Amazon.com Inc.	9000
15	5/8/2011	CIGNA Corporation	100
34	2/17/2004	Time Warner Inc.	75000
18	5/3/2016	United Parcel Service of America, Inc	80500
20	3/6/2012	Walgreen Company	10000
19	1/1/2006	Amazon.com Inc.	1500
40	12/7/2008	Cardinal Health, Inc	10000
37	10/17/2002	J.C. Penney Company, Inc.	9000
24	6/25/2006	Costco Wholesale Corp.	1200
37	8/4/2013	Kohl's Corporation	9000
38	1/3/2011	International Assets Holding	97650
46	4/7/2007	Lockheed Martin Corporation	500
36	7/19/2010	Deere & Company	75000
25	2/2/2007	International Business Machines Corporation	1500
24	7/18/2014	AFLAC Incorporated	300
34	8/14/2005	Microsoft Corporation	300
12	2/5/2006	Hartford Financial Services Group	750
22	9/11/2005	Nike Inc.	500
37	9/1/2009	Coca-Cola Enterprises	500
47	6/13/2009	General Electric Company	8350
33	3/4/2015	Alcoa	900
32	2/20/2010	Macy's	97650
31	3/9/2001	Caterpillar Inc.	100000
45	6/16/2000	Bristol-Myers Squibb Co.	1200
44	6/16/2013	Ford Motor Company	8000
7	7/5/2016	Goldman Sachs Group	8350
6	4/13/2000	Liberty Mutual	8000
27	5/15/2015	The Allstate Corporation	80500
33	9/9/2006	Ingram Micro	9000
41	2/15/2013	Kimberly-Clark Corp	75000
17	1/11/2013	Wal-Mart Stores, Inc.	1500
30	8/1/2014	Fluor Corporation	100000
17	7/13/2011	Kohl's Corporation	10000
5	1/2/2012	United Parcel Service of America, Inc	5400
37	10/17/2014	Freddie Mac	100
39	3/11/2006	J.P. Morgan Chase & Co	100
1	12/21/2000	Wal-Mart Stores, Inc.	1500
48	8/21/2008	J.P. Morgan Chase & Co	75000
40	10/17/2005	Avnet, Inc.	97650
28	2/3/2015	ChevronTexaco Corporation	4500
5	3/26/2002	Northrop Grumman Corporation	5400
29	5/9/2013	International Paper Company	100
6	7/26/2005	Dell, Inc	80500
39	12/4/2005	The PNC Financial Services Group	200
32	7/18/2014	TJX Companies, Inc.	1500
14	8/4/2000	AmerisourceBergen Corporation	500
46	5/7/2016	Raytheon Company	750
1	8/6/2004	Computer Sciences Corporation	80500
4	4/24/2011	Verizon Communications	750
8	9/17/2013	WellPoint Health Networks	1500
30	11/9/2002	Computer Sciences Corporation	8350
23	6/4/2002	3M Company	300
28	9/22/2012	McDonald's Corporation	2500
22	7/17/2016	Eli Lilly and Co	2500
8	12/10/2014	United Parcel Service of America, Inc	9000
26	4/23/2002	Fannie Mae	300
21	11/8/2014	International Paper Company	1000
23	10/28/2003	Oracle Corporation	1200
15	11/4/2007	Safeway Inc.	100
27	12/9/2002	Sears Holdings Corporation	500
22	5/25/2016	Tech Data Corporation	100000
13	9/19/2001	Safeway Inc.	100
20	6/17/2010	Exelon Corporation	750
6	10/11/2015	Caterpillar Inc.	75000
19	8/21/2014	DuPont	5400
32	12/19/2003	J.P. Morgan Chase & Co	1000
11	2/3/2002	Whirlpool Corporation	4500
34	1/21/2009	CHS Inc	75000
33	9/10/2012	Exelon Corporation	100000
27	1/17/2001	Abbott Laboratories	200
12	9/21/2004	Raytheon Company	1500
15	6/3/2016	General Electric Company	1000
45	10/25/2009	AT&T Corp	100
26	12/14/2001	United Technologies Corporation	75000
13	7/11/2012	Lockheed Martin Corporation	500
36	8/2/2006	Merck & Co Inc	500
19	2/22/2002	Altria Group Inc	300
24	3/28/2010	New York Life Insurance Company	100000
9	4/28/2015	Sears Holdings Corporation	8350
21	6/26/2004	Eli Lilly and Co	1000
48	12/25/2012	Philip Morris International	900
29	9/24/2004	UAL Corporation(United Airlines)	200
9	11/9/2004	Raytheon Company	8350
38	7/21/2014	Johnson Controls, Inc.	1200
24	11/10/2016	The Boeing Company	1500
37	4/8/2000	CHS Inc	97650
10	7/1/2009	J.C. Penney Company, Inc.	10000
20	7/27/2012	Amerada Hess Corporation	2500
38	8/6/2003	The Kroger Co	80500
11	10/8/2002	Whirlpool Corporation	1500
22	2/23/2005	Amerada Hess Corporation	75000
4	8/3/2000	TIAA-CREF	200
24	3/27/2009	Ingram Micro	100
47	3/7/2016	Fannie Mae	2500
21	5/2/2007	Amerada Hess Corporation	10000
22	4/19/2016	Walgreen Company	500
11	8/3/2002	Hewlett-Packard Company	75000
21	3/21/2009	Tesoro Petroleum Corp	80500
23	11/21/2006	Goldman Sachs Group	900
5	2/10/2008	Southern Company	1200
37	9/3/2010	Freddie Mac	750
44	1/21/2003	Sprint	200
1	11/16/2013	Morgan Stanley	1000
9	11/1/2009	Nike Inc.	1200
5	4/4/2001	International Business Machines Corporation	10000
10	9/13/2001	Manpower Inc.	97650
27	3/20/2016	Best Buy Co., Inc.	75000
4	3/23/2011	American Airlines - AMR	8350
7	9/10/2003	The Walt Disney Company	900
21	1/16/2016	Apple Computer, Inc	75000
16	12/21/2008	Target Corporation	8000
25	7/24/2003	Occidental Petroleum Corp	100000
12	10/27/2011	Time Warner Inc.	200
47	4/9/2015	Honeywell International	900
22	3/3/2015	FedEx Corporation	75000
6	11/20/2001	Rite Aid Corporation	2500
44	3/15/2014	Comcast Corporation	200
16	2/5/2008	United Health Group Inc	100000
14	7/1/2002	Caterpillar Inc.	8000
7	6/11/2002	Philip Morris International	900
49	11/1/2003	Lowe's Companies, Inc.	900
7	11/2/2008	Home Depot, Inc.	9000
45	2/22/2008	L-3 Communications Hldgs.	750
11	11/13/2000	Johnson & Johnson	75000
43	12/9/2012	Bristol-Myers Squibb Co.	5400
4	9/12/2006	Pfizer Inc.	100000
26	11/9/2007	Dell, Inc	1200
20	4/5/2005	McDonald's Corporation	9000
25	11/12/2007	U.S. Bancorp	100
22	9/7/2000	Morgan Stanley	200
1	11/19/2002	J.P. Morgan Chase & Co	500
27	9/18/2008	Safeway Inc.	10000
46	1/6/2016	Ingram Micro	1500
36	3/10/2003	Berkshire Hathaway	300
11	11/22/2011	L-3 Communications Hldgs.	75000
13	3/11/2000	Liberty Mutual	9000
21	4/26/2000	Exelon Corporation	75000
21	3/27/2001	Emerson Electric Co	500
36	5/26/2012	Abbott Laboratories	1000
25	1/28/2004	Medco Health Solutions Inc	100
9	10/9/2006	Johnson Controls, Inc.	10000
34	6/26/2001	United Parcel Service of America, Inc	2500
43	11/16/2006	WellPoint Health Networks	97650
11	4/15/2013	Valero Energy Corp	8350
2	12/12/2008	TIAA-CREF	1200
11	7/25/2016	International Assets Holding	900
2	1/10/2011	Aetna Inc.	97650
46	10/8/2004	Manpower Inc.	10000
7	5/27/2006	The Boeing Company	750
37	9/14/2012	American Express Company	1000
28	1/7/2001	FedEx Corporation	9000
34	2/10/2009	Supervalu Inc	10000
10	8/13/2006	International Business Machines Corporation	200
31	11/21/2003	Home Depot, Inc.	4500
46	3/10/2016	Citigroup Inc	10000
49	3/7/2011	Eli Lilly and Co	100
5	10/13/2012	GMAC	1200
40	9/1/2007	Exelon Corporation	8000
8	11/9/2013	The PNC Financial Services Group	100
3	2/10/2002	Ford Motor Company	4500
30	6/8/2015	Caterpillar Inc.	1500
30	8/2/2002	Ford Motor Company	97650
7	12/10/2014	Tyson Foods Inc	500
3	2/23/2003	Macy's	100
1	8/12/2003	WellPoint Health Networks	750
10	8/15/2014	The Walt Disney Company	750
31	2/12/2016	Motorola Inc	75000
38	5/8/2004	HCA Inc.	8350
14	3/6/2003	The Northwestern Mutual Life Insurance Company	8350
46	3/4/2000	General Electric Company	1000
31	1/12/2012	Nationwide Mutual Insurance Co	100000
36	3/10/2009	Apple Computer, Inc	1000
36	2/18/2009	Abbott Laboratories	2500
47	9/5/2015	Lowe's Companies, Inc.	4500
23	1/20/2006	J.P. Morgan Chase & Co	75000
19	4/3/2012	Rite Aid Corporation	300
29	5/27/2007	American Airlines - AMR	9000
48	8/19/2002	Plains All American Pipeline, L. P.	1000
16	11/17/2007	Costco Wholesale Corp.	100
18	1/19/2012	The Kroger Co	97650
43	8/5/2010	Archer-Daniels-Midland Company	9000
35	8/1/2009	Honeywell International	5400
49	1/28/2008	Fluor Corporation	200
6	7/15/2001	AT&T Corp	80500
7	3/6/2013	Constellation Energy Group	97650
3	11/28/2007	DuPont	500
33	7/24/2014	The Directv Group Inc	100
40	1/3/2014	Alcoa	500
6	7/5/2016	Sprint	97650
30	9/25/2008	Berkshire Hathaway	4500
44	8/10/2004	Sunoco Inc	1500
10	10/25/2010	Citigroup Inc	1000
23	11/21/2009	Travelers Cos	500
29	3/20/2009	Medco Health Solutions Inc	300
9	10/16/2016	Express Scripts	2500
7	10/19/2006	Google	900
22	10/13/2016	Merck & Co Inc	80500
16	9/13/2007	Medco Health Solutions Inc	1200
1	2/14/2016	Macy's	900
35	9/20/2003	Occidental Petroleum Corp	5400
43	10/14/2015	L-3 Communications Hldgs.	8000
18	9/1/2014	Staples, Inc.	2500
45	6/8/2005	Occidental Petroleum Corp	10000
49	7/2/2013	International Paper Company	80500
28	2/15/2005	American International Group	4500
4	12/22/2013	Coca-Cola Enterprises	80500
49	3/24/2009	Publix Super Markets	900
2	12/19/2003	Rite Aid Corporation	97650
12	9/21/2009	Caterpillar Inc.	75000
21	11/20/2012	Southern Company	5400
22	10/11/2002	Time Warner Inc.	97650
9	10/4/2006	Cisco Systems, Inc.	1500
24	8/17/2000	United Services Automobile Association	10000
17	1/2/2001	Abbott Laboratories	8000
1	2/3/2016	Raytheon Company	100
3	11/23/2001	The Kroger Co	200
4	9/27/2016	DuPont	4500
24	9/25/2012	Health Net, Inc.	10000
45	10/19/2009	Macy's	9000
10	11/14/2009	Motorola Inc	97650
18	12/2/2008	HCA Inc.	2500
25	1/23/2011	Apple Computer, Inc	10000
15	8/22/2006	Home Depot, Inc.	8000
39	9/19/2013	Lowe's Companies, Inc.	10000
25	10/21/2003	Johnson & Johnson	200
36	9/26/2007	Kraft Foods	97650
8	6/7/2002	Altria Group Inc	2500
49	12/26/2008	Marathon Oil Corp.	9000
38	4/4/2012	HCA Inc.	1200
10	10/15/2006	General Electric Company	10000
14	1/1/2013	Hartford Financial Services Group	9000
34	3/27/2007	Altria Group Inc	100000
28	7/15/2012	Berkshire Hathaway	8350
41	11/25/2013	McKesson Corporation	8000
20	2/7/2005	American International Group	900
46	5/26/2009	SYSCO Corporation	5400
22	1/20/2000	Abbott Laboratories	500
20	10/13/2000	Prudential Financial, Inc	300
30	11/11/2016	Bank of America Corporation	100000
14	2/7/2015	Rite Aid Corporation	9000
42	2/26/2014	Costco Wholesale Corp.	100000
19	4/19/2001	Cisco Systems, Inc.	500
35	5/11/2016	Abbott Laboratories	200
